Train car type,Surplus cars - 90 tons basis,Total cars - 90 tons basis
Bulk,28249,150092
Box,9698,59160
Tank,5686,66724
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
